,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,theme,demographic,duration,rating,popularity,url
67,67,118,Shingeki no Kyojin Season 2,8.5,1509502,TV,12,Finished Airing,"Apr 1, 2017 to Jun 17, 2017",Spring 2017,Saturdays at 22:00 (JST),"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,"Action, Drama, Fantasy, Mystery",,Shounen,24 min. per ep.,R - 17+ (violence & profanity),12,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2
68,68,119,Gintama: The Semi-Final,8.49,20615,Special,2,Finished Airing,"Jan 15, 2021 to Jan 20, 2021",,,"None found, add some","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,2666,https://myanimelist.net/anime/44087/Gintama__The_Semi-Final
69,69,120,Chihayafuru 3,8.48,47022,TV,24,Finished Airing,"Oct 23, 2019 to Mar 25, 2020",Fall 2019,Wednesdays at 01:29 (JST),"Kodansha, Nippon Television Network, TC Entertainment, Nippon Television Music, FBC",Sentai Filmworks,Madhouse,Manga,"Drama, Slice of Life, Sports",,Josei,22 min. per ep.,PG-13 - Teens 13 or older,1506,https://myanimelist.net/anime/37379/Chihayafuru_3
70,70,121,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.48,376342,Movie,1,Finished Airing,"Aug 30, 2019",,,"None found, add some","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy, Supernatural",Parody,,1 hr. 30 min.,PG-13 - Teens 13 or older,257,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu
71,71,122,Mo Dao Zu Shi,8.48,57435,ONA,15,Finished Airing,"Jul 9, 2018 to Oct 6, 2018",,,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Mystery, Supernatural",Historical,,25 min. per ep.,R - 17+ (violence & profanity),1006,https://myanimelist.net/anime/37208/Mo_Dao_Zu_Shi
72,72,123,Mob Psycho 100,8.48,997478,TV,12,Finished Airing,"Jul 11, 2016 to Sep 27, 2016",Summer 2016,Tuesdays at 00:00 (JST),"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan","Funimation, Crunchyroll",Bones,Web manga,"Action, Comedy, Slice of Life, Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,35,https://myanimelist.net/anime/32182/Mob_Psycho_100
73,73,124,Vivy: Fluorite Eye's Song,8.48,145587,TV,13,Finished Airing,"Apr 3, 2021 to Jun 19, 2021",Spring 2021,Saturdays at 23:30 (JST),Aniplex,Aniplex of America,Wit Studio,Original,"Action, Sci-Fi, Suspense",Music,,24 min. per ep.,R - 17+ (violence & profanity),505,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song
74,74,125,Zoku Owarimonogatari,8.47,85556,Movie,6,Finished Airing,"Nov 10, 2018",,,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,28 min. per ep.,R - 17+ (violence & profanity),988,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari
75,75,126,Nichijou,8.46,291173,TV,26,Finished Airing,"Apr 3, 2011 to Sep 25, 2011",Spring 2011,Sundays at 02:20 (JST),"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do","Funimation, Bandai Entertainment",Kyoto Animation,Manga,"Comedy, Slice of Life",School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,168,https://myanimelist.net/anime/10165/Nichijou
76,76,127,Owarimonogatari,8.46,203729,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,Sundays at 00:00 (JST),Aniplex,Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,26 min. per ep.,R - 17+ (violence & profanity),411,https://myanimelist.net/anime/31181/Owarimonogatari
77,77,128,Saenai Heroine no Sodatekata Fine,8.46,58013,Movie,1,Finished Airing,"Oct 26, 2019",,,Aniplex,"None found, add some",CloverWorks,Light novel,"Comedy, Romance, Ecchi",,,1 hr. 54 min.,PG-13 - Teens 13 or older,1293,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine
78,78,129,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.46,311675,Movie,1,Finished Airing,"Apr 20, 2013",,,"Frontier Works, Media Factory, Movic, AT-X, Kadokawa Pictures Japan, MAGES.",Funimation,White Fox,Visual novel,"Drama, Sci-Fi",,,1 hr. 30 min.,PG-13 - Teens 13 or older,329,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu
79,79,130,Karakai Jouzu no Takagi-san 3,8.46,16320,TV,12,Currently Airing,"Jan 8, 2022 to Mar 26, 2022",Winter 2022,Saturdays at 01:25 (JST),"Magic Capsule, TOHO animation, Toho Music",Sentai Filmworks,Shin-Ei Animation,Manga,"Comedy, Romance, Slice of Life",School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,1613,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3
80,80,131,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.46,195601,Movie,1,Finished Airing,"Oct 26, 2013",,,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Aniplex of America,Shaft,Original,"Drama, Mystery, Suspense",Psychological,,1 hr. 56 min.,PG-13 - Teens 13 or older,544,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari
81,81,132,Golden Kamuy 3rd Season,8.45,51298,TV,12,Finished Airing,"Oct 5, 2020 to Dec 21, 2020",Fall 2020,Mondays at 23:00 (JST),"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Funimation,Geno Studio,Manga,"Action, Adventure",Historical,Seinen,23 min. per ep.,R - 17+ (violence & profanity),1510,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season
82,82,133,Haikyuu!!,8.45,996882,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,Sundays at 17:00 (JST),"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha, Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,"Comedy, Drama, Sports",School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,37,https://myanimelist.net/anime/20583/Haikyuu
83,83,134,Mo Dao Zu Shi: Xian Yun Pian,8.45,34633,ONA,8,Finished Airing,"Aug 3, 2019 to Sep 21, 2019",,,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Mystery, Supernatural",Historical,,24 min. per ep.,R - 17+ (violence & profanity),1956,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian
84,84,135,Yuu☆Yuu☆Hakusho,8.45,259045,TV,112,Finished Airing,"Oct 10, 1992 to Jan 7, 1995",Fall 1992,Unknown,"Yomiko Advertising, Fuji TV",Funimation,Studio Pierrot,Manga,"Action, Comedy, Supernatural",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,279,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho
85,85,136,Mushishi Zoku Shou: Odoro no Michi,8.44,43163,Special,1,Finished Airing,"Aug 20, 2014",,,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Fantasy, Mystery, Slice of Life, Supernatural",Historical,Seinen,47 min.,PG-13 - Teens 13 or older,1826,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi
86,86,137,Saiki Kusuo no Ψ-nan 2,8.44,297134,TV,24,Finished Airing,"Jan 17, 2018 to Jun 27, 2018",Winter 2018,Wednesdays at 01:35 (JST),"TV Tokyo, Shogakukan-Shueisha Productions, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.","None found, add some","J.C.Staff, Egg Firm",Manga,"Comedy, Slice of Life, Supernatural",School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,336,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2
87,87,138,Wu Liuqi Zhi Xuanwu Guo Pian,8.44,10732,ONA,10,Finished Airing,"Jan 21, 2021 to May 5, 2021",,,"Sharefun Studio, AHA Entertainment","None found, add some","None found, add some",Original,"Action, Adventure, Comedy, Drama, Mystery",,,16 min. per ep.,R - 17+ (violence & profanity),3891,https://myanimelist.net/anime/45556/Wu_Liuqi_Zhi_Xuanwu_Guo_Pian
88,88,139,Gintama: Yorinuki Gintama-san on Theater 2D,8.44,14176,Movie,2,Finished Airing,"Aug 26, 2012",,,"None found, add some","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi",,Shounen,1 hr. 36 min. per ep.,PG-13 - Teens 13 or older,2981,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D
89,89,140,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.44,628057,TV,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,Saturdays at 00:30 (JST),"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,"Action, Adventure, Drama, Supernatural",,Shounen,23 min. per ep.,R - 17+ (violence & profanity),131,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season
90,90,141,Grand Blue,8.43,316465,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018",Summer 2018,Saturdays at 02:55 (JST),"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!","None found, add some",Zero-G,Manga,"Comedy, Slice of Life",,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,260,https://myanimelist.net/anime/37105/Grand_Blue
91,91,142,Kono Oto Tomare! 2nd Season,8.43,67153,TV,13,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",Fall 2019,Sundays at 01:00 (JST),"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Funimation,Platinum Vision,Manga,"Drama, Romance",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,1386,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_2nd_Season
92,92,143,Koukaku Kidoutai: Stand Alone Complex,8.43,145655,TV,26,Finished Airing,"Oct 1, 2002 to Oct 1, 2003",Fall 2002,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,"Action, Sci-Fi",,Seinen,25 min. per ep.,R - 17+ (violence & profanity),490,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex
93,93,144,Mononoke,8.43,73050,TV,12,Finished Airing,"Jul 13, 2007 to Sep 28, 2007",Summer 2007,Unknown,Fuji TV,Flatiron Film Company,Toei Animation,Original,"Fantasy, Horror, Mystery, Supernatural",,Seinen,22 min. per ep.,R - 17+ (violence & profanity),699,https://myanimelist.net/anime/2246/Mononoke
94,94,145,Saiki Kusuo no Ψ-nan,8.43,448143,TV,120,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",Summer 2016,Not scheduled once per week,"TV Tokyo, Shogakukan-Shueisha Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",Funimation,"J.C.Staff, Egg Firm",Manga,"Comedy, Slice of Life, Supernatural",School,Shounen,5 min. per ep.,PG-13 - Teens 13 or older,139,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan
95,95,146,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,19325,Movie,1,Finished Airing,"Sep 29, 2018",,,Aniplex,Aniplex of America,Shuka,Manga,"Drama, Slice of Life, Supernatural",Demons,Shoujo,1 hr. 44 min.,PG-13 - Teens 13 or older,2389,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu
96,96,147,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.42,147283,Movie,1,Finished Airing,"Feb 24, 2018",,,"Bandai Visual, Lantis, Rakuonsha, Showgate, Hakuhodo DY Music & Pictures, Cygames, Shout! Factory",Eleven Arts,P.A. Works,Original,"Drama, Fantasy",,,1 hr. 55 min.,PG-13 - Teens 13 or older,525,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou
97,97,148,Fumetsu no Anata e,8.42,196834,TV,20,Finished Airing,"Apr 12, 2021 to Aug 30, 2021",Spring 2021,Mondays at 22:50 (JST),"NHK, NHK Enterprises","None found, add some",Brain's Base,Manga,"Adventure, Drama, Supernatural",,Shounen,25 min. per ep.,R - 17+ (violence & profanity),261,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e
98,98,149,Major S5,8.42,37304,TV,25,Finished Airing,"Jan 10, 2009 to Jun 27, 2009",Winter 2009,Unknown,NHK,"None found, add some",SynergySP,Manga,"Comedy, Drama, Romance, Sports",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,2232,https://myanimelist.net/anime/5028/Major_S5
99,99,150,86 Part 2,8.41,62098,TV,12,Currently Airing,"Oct 3, 2021 to Mar 20, 2022",Fall 2021,Sundays at 00:00 (JST),"Aniplex, Kadokawa, Bandai Spirits","None found, add some",A-1 Pictures,Light novel,"Action, Drama, Sci-Fi",,,23 min. per ep.,R - 17+ (violence & profanity),761,https://myanimelist.net/anime/48569/86_Part_2
100,100,1001,School Rumble: Ichi Gakki Hoshuu,7.73,31605,OVA,2,Finished Airing,"Dec 22, 2005",,,Studio Jack,Funimation,Studio Comet,Manga,"Comedy, Romance",School,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,2439,https://myanimelist.net/anime/517/School_Rumble__Ichi_Gakki_Hoshuu
101,101,1002,Shanhe Jian Xin,7.73,1768,ONA,16,Finished Airing,"Feb 8, 2021 to Mar 15, 2021",,,Tencent Penguin Pictures,"None found, add some",Motion Magic,Novel,"Action, Fantasy",,,28 min. per ep.,PG-13 - Teens 13 or older,7141,https://myanimelist.net/anime/44196/Shanhe_Jian_Xin
102,102,1003,Tetsuwan Birdy Decode:02,7.73,22107,TV,12,Finished Airing,"Jan 10, 2009 to Mar 28, 2009",Winter 2009,Saturdays at 02:10 (JST),"Aniplex, Shogakukan",Funimation,A-1 Pictures,Manga,"Action, Comedy, Sci-Fi",,,23 min. per ep.,R - 17+ (violence & profanity),2636,https://myanimelist.net/anime/5074/Tetsuwan_Birdy_Decode_02
103,103,1004,Yamato Nadeshiko Shichihenge♥,7.73,73307,TV,25,Finished Airing,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,Wednesdays at 01:30 (JST),"None found, add some","ADV Films, Funimation",Nippon Animation,Manga,,,Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,1248,https://myanimelist.net/anime/1562/Yamato_Nadeshiko_Shichihenge♥
104,104,1005,Arakawa Under the Bridge x Bridge,7.73,77887,TV,13,Finished Airing,"Oct 4, 2010 to Dec 27, 2010",Fall 2010,Mondays at 01:35 (JST),"Square Enix, Starchild Records, TV Tokyo Music, GANSIS","NIS America, Inc.",Shaft,Manga,"Comedy, Romance",,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,1221,https://myanimelist.net/anime/9074/Arakawa_Under_the_Bridge_x_Bridge
105,105,1006,Asagao to Kase-san.,7.73,35570,OVA,1,Finished Airing,"Jun 9, 2018",,,Sotsu,Sentai Filmworks,Zexcs,Manga,"Girls Love, Romance",School,Shoujo,58 min.,PG-13 - Teens 13 or older,1885,https://myanimelist.net/anime/36214/Asagao_to_Kase-san
106,106,1007,Black Jack,7.73,9903,OVA,12,Finished Airing,"Dec 21, 1993 to Dec 16, 2011",,,"Animax, Akita Shoten",Central Park Media,Tezuka Productions,Manga,"Drama, Mystery, Suspense",Psychological,,50 min. per ep.,PG-13 - Teens 13 or older,3149,https://myanimelist.net/anime/1520/Black_Jack
107,107,1008,Break Blade 2: Ketsubetsu no Michi,7.73,36678,Movie,1,Finished Airing,"Jun 26, 2010",,,"KlockWorx, Flex Comix, Fields",Sentai Filmworks,"Production I.G, Xebec",Manga,"Action, Fantasy",,Shounen,51 min.,R - 17+ (violence & profanity),2341,https://myanimelist.net/anime/8514/Break_Blade_2__Ketsubetsu_no_Michi
108,108,1009,Chuunibyou demo Koi ga Shitai!,7.73,676199,TV,12,Finished Airing,"Oct 4, 2012 to Dec 20, 2012",Fall 2012,Thursdays at 00:30 (JST),"Lantis, Pony Canyon, TBS, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy, Drama, Romance, Slice of Life",School,,24 min. per ep.,PG-13 - Teens 13 or older,85,https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai
109,109,1010,Detective Conan Movie 24: The Scarlet Bullet,7.73,3234,Movie,1,Finished Airing,"Apr 16, 2021",,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Action, Comedy, Drama, Mystery",Police,Shounen,1 hr. 50 min.,PG-13 - Teens 13 or older,5005,https://myanimelist.net/anime/39764/Detective_Conan_Movie_24__The_Scarlet_Bullet
110,110,1011,Gekkan Shoujo Nozaki-kun Specials,7.73,66692,Special,6,Finished Airing,"Sep 24, 2014 to Feb 25, 2015",,,Media Factory,Sentai Filmworks,Doga Kobo,4-koma manga,"Comedy, Romance",School,,3 min. per ep.,PG-13 - Teens 13 or older,1412,https://myanimelist.net/anime/27633/Gekkan_Shoujo_Nozaki-kun_Specials
111,111,1012,Hidamari Sketch x 365 Specials,7.73,8114,Special,3,Finished Airing,"Mar 25, 2009 to Oct 24, 2009",,,Lantis,Sentai Filmworks,Shaft,4-koma manga,"Comedy, Slice of Life",School,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,4527,https://myanimelist.net/anime/6984/Hidamari_Sketch_x_365_Specials
112,112,1013,Junjou Romantica OVA,7.73,23914,OVA,2,Finished Airing,"Dec 20, 2012 to Dec 1, 2015",,,"Kadokawa Shoten, Romantica club !!","None found, add some",Studio Deen,Manga,"Boys Love, Comedy, Drama, Romance",,,22 min. per ep.,PG-13 - Teens 13 or older,2565,https://myanimelist.net/anime/13767/Junjou_Romantica_OVA
113,113,1014,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.73,3971,Movie,1,Finished Airing,"Mar 26, 2011",,,"None found, add some","None found, add some",Production I.G,Unknown,"Mystery, Sci-Fi",,Seinen,1 hr. 48 min.,R - 17+ (violence & profanity),4683,https://myanimelist.net/anime/10090/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society_3D
114,114,1015,Mahouka Koukou no Rettousei: Tsuioku-hen,7.73,15394,Special,1,Finished Airing,"Dec 31, 2021",,,Aniplex,"None found, add some",8bit,Light novel,"Sci-Fi, Supernatural",,,1 hr. 11 min.,PG-13 - Teens 13 or older,2361,https://myanimelist.net/anime/48375/Mahouka_Koukou_no_Rettousei__Tsuioku-hen
115,115,1016,Master Keaton OVA,7.73,2401,OVA,15,Finished Airing,"Dec 21, 1999 to Jun 20, 2000",,,"VAP, Shogakukan-Shueisha Productions",Geneon Entertainment USA,Madhouse,Manga,"Adventure, Drama, Mystery, Slice of Life",Historical,Seinen,24 min. per ep.,R - 17+ (violence & profanity),5821,https://myanimelist.net/anime/1910/Master_Keaton_OVA
116,116,1017,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.72,125974,Movie,1,Finished Airing,"Feb 4, 2012",,,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment","VIZ Media, NYAV Post",Studio 4°C,Manga,"Action, Adventure, Fantasy, Supernatural",,Seinen,1 hr. 16 min.,R+ - Mild Nudity,970,https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago
117,117,1018,Chi's Sweet Home: Atarashii Ouchi,7.72,10014,TV,104,Finished Airing,"Mar 30, 2009 to Sep 24, 2009",Spring 2009,Not scheduled once per week,"None found, add some",Discotek Media,Madhouse,Manga,"Comedy, Slice of Life",,Seinen,3 min. per ep.,G - All Ages,3569,https://myanimelist.net/anime/6024/Chis_Sweet_Home__Atarashii_Ouchi
118,118,1019,D.Gray-man Hallow,7.72,70100,TV,13,Finished Airing,"Jul 5, 2016 to Sep 27, 2016",Summer 2016,Tuesdays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",Funimation,TMS Entertainment,Manga,"Action, Adventure",,Shounen,24 min. per ep.,R - 17+ (violence & profanity),1061,https://myanimelist.net/anime/32370/DGray-man_Hallow
119,119,1020,Daicon Opening Animations,7.72,10014,Special,2,Finished Airing,"Aug 22, 1981 to Aug 20, 1983",,,"None found, add some","None found, add some",Gainax,Other,"Action, Adventure, Sci-Fi",,,5 min. per ep.,PG - Children,4314,https://myanimelist.net/anime/2724/Daicon_Opening_Animations
120,120,1021,Detective Conan Movie 19: The Hellfire Sunflowers,7.72,19011,Movie,1,Finished Airing,"Apr 18, 2015",,,"None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Mystery",Police,Shounen,1 hr. 52 min.,PG-13 - Teens 13 or older,3228,https://myanimelist.net/anime/28479/Detective_Conan_Movie_19__The_Hellfire_Sunflowers
121,121,1022,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.72,27593,TV,12,Finished Airing,"Apr 3, 2018 to Jun 26, 2018",Spring 2018,Tuesdays at 21:00 (JST),Shochiku,Funimation,Production I.G,Novel,"Action, Drama, Sci-Fi",,,25 min. per ep.,R - 17+ (violence & profanity),2082,https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou
122,122,1023,Haikyuu!!: Lev Genzan!,7.72,63434,OVA,1,Finished Airing,"Mar 4, 2015",,,"None found, add some","None found, add some",Production I.G,Manga,,,Shounen,24 min.,PG-13 - Teens 13 or older,1480,https://myanimelist.net/anime/25303/Haikyuu__Lev_Genzan
123,123,1024,Hakuouki Movie 2: Shikon Soukyuu,7.72,6312,Movie,1,Finished Airing,"Mar 8, 2014",,,"None found, add some",Sentai Filmworks,Studio Deen,Visual novel,"Action, Drama, Supernatural",,Josei,1 hr. 27 min.,PG-13 - Teens 13 or older,4085,https://myanimelist.net/anime/13119/Hakuouki_Movie_2__Shikon_Soukyuu
124,124,1025,IDOLiSH7,7.72,16957,TV,17,Finished Airing,"Jan 7, 2018 to May 19, 2018",Winter 2018,Sundays at 22:30 (JST),"Bandai Visual, Lantis, Bandai Namco Games","None found, add some",TROYCA,Game,,Music,,24 min. per ep.,PG-13 - Teens 13 or older,2486,https://myanimelist.net/anime/33899/IDOLiSH7
125,125,1026,Karakai Jouzu no Takagi-san,7.72,234893,TV,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,Mondays at 23:00 (JST),"TMS Entertainment, Asatsu DK, Asmik Ace, TOHO animation, JR East Marketing & Communications",Funimation,Shin-Ei Animation,Manga,"Comedy, Romance, Slice of Life",School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,349,https://myanimelist.net/anime/35860/Karakai_Jouzu_no_Takagi-san
126,126,1027,Kuroko no Basket 2nd Season NG-shuu,7.72,26663,Special,9,Finished Airing,"Jan 29, 2014 to Sep 24, 2014",,,"None found, add some","None found, add some",Production I.G,Manga,"Comedy, Sports",,,2 min. per ep.,PG-13 - Teens 13 or older,2345,https://myanimelist.net/anime/22673/Kuroko_no_Basket_2nd_Season_NG-shuu
